time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-22 00:00:00+00:00,2,2,3.0,3.0
2021-09-23 00:00:00+00:00,2,2,21.0,2.0
2021-09-24 00:00:00+00:00,1,1,44.0,4.0
2021-09-25 00:00:00+00:00,2,2,12.0,2.0
2021-09-26 00:00:00+00:00,2,2,1.0,1.0
2021-09-27 00:00:00+00:00,1,1,3.0,2.0
2021-09-28 00:00:00+00:00,3,3,7.0,2.0
2021-09-29 00:00:00+00:00,2,2,3.0,2.0
2021-09-30 00:00:00+00:00,2,2,10.0,5.0
2021-10-01 00:00:00+00:00,1,1,11.0,1.0
2021-10-02 00:00:00+00:00,2,2,,
2021-10-03 00:00:00+00:00,1,1,2.0,1.0
2021-10-04 00:00:00+00:00,1,1,14.0,4.0
2021-10-05 00:00:00+00:00,2,2,18.0,1.0
