time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-20 00:00:00+00:00,4,4,12,3
2021-07-21 00:00:00+00:00,4,4,217,18
2021-07-22 00:00:00+00:00,1,1,136,17
2021-07-23 00:00:00+00:00,1,1,70,10
2021-07-24 00:00:00+00:00,2,2,15,5
2021-07-25 00:00:00+00:00,2,2,24,7
2021-07-26 00:00:00+00:00,7,5,164,17
2021-07-27 00:00:00+00:00,6,6,329,27
2021-07-28 00:00:00+00:00,1,1,128,13
2021-07-29 00:00:00+00:00,2,2,72,10
2021-07-30 00:00:00+00:00,5,5,134,13
2021-07-31 00:00:00+00:00,22,9,201,10
2021-08-01 00:00:00+00:00,5,5,96,8
2021-08-02 00:00:00+00:00,1,1,246,15
