url_path,views_total,views_unique
/SERVIR-WA/GALUP,51,13
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,25,16
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,17,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,13,6
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,8,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,8,4
/SERVIR-WA/GALUP/tree/master/training,8,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,8,3
/SERVIR-WA/GALUP/issues,8,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,7,3
