url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,328,29
/SERVIR-WA/GALUP,247,54
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,213,30
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,184,48
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,109,19
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise3.md,77,13
/SERVIR-WA/GALUP/tree/master/training/1_lu,71,13
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise2.md,61,11
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4%20copy.md,61,3
/SERVIR-WA/GALUP/issues/new,60,24
