url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,184,12
/SERVIR-WA/GALUP,180,38
/SERVIR-WA/GALUP/issues,65,11
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,57,12
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,57,10
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,50,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,40,17
/SERVIR-WA/GALUP/tree/master/training/1_lu,40,8
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,34,3
/SERVIR-WA/GALUP/discussions,29,7
