url_path,views_total,views_unique
/SERVIR-WA/GALUP,81,23
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,59,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,52,8
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,22,11
/SERVIR-WA/GALUP/wiki/Install,16,8
/SERVIR-WA/GALUP/wiki/Tools,14,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise2.md,12,2
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,11,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise4.md,11,2
/SERVIR-WA/GALUP/blob/master/img/qgm/algtbl/m3_e1_landscapecondition.svg,9,2
