url_path,views_total,views_unique
/SERVIR-WA/GALUP,45,15
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,21,14
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,14,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,13,6
/SERVIR-WA/GALUP/blob/master/training/2_rs/module1.md,9,5
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,8,6
/SERVIR-WA/GALUP/tree/master/training,8,5
/SERVIR-WA/GALUP/issues,8,3
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,7,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,7,3
