url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,236,26
/SERVIR-WA/GALUP,181,42
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,177,52
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,126,26
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,97,23
/SERVIR-WA/GALUP/tree/master/training/1_lu,66,16
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4%20copy.md,61,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,59,32
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,55,30
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise2.md,38,2
