url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,446,46
/SERVIR-WA/GALUP,306,74
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,284,70
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M3_exercise1.md,234,49
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,229,71
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,213,57
/SERVIR-WA/GALUP/wiki/Scripts,173,45
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,142,36
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M2_exercise1.md,140,29
/SERVIR-WA/GALUP/issues/new,119,39
