time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-17 00:00:00+00:00,2.0,2.0,89,11
2022-04-18 00:00:00+00:00,1.0,1.0,135,6
2022-04-19 00:00:00+00:00,3.0,2.0,56,8
2022-04-20 00:00:00+00:00,2.0,2.0,78,10
2022-04-21 00:00:00+00:00,9.0,4.0,60,15
2022-04-22 00:00:00+00:00,3.0,2.0,65,9
2022-04-23 00:00:00+00:00,1.0,1.0,12,4
2022-04-24 00:00:00+00:00,2.0,2.0,40,7
2022-04-25 00:00:00+00:00,3.0,3.0,138,23
2022-04-26 00:00:00+00:00,4.0,3.0,29,11
2022-04-27 00:00:00+00:00,1.0,1.0,28,8
2022-04-28 00:00:00+00:00,1.0,1.0,22,6
2022-04-29 00:00:00+00:00,1.0,1.0,44,12
2022-04-30 00:00:00+00:00,,,10,5
