url_path,views_total,views_unique
/SERVIR-WA/GALUP,168,35
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,152,8
/SERVIR-WA/GALUP/issues,108,14
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,100,16
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,56,11
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,56,4
/SERVIR-WA/GALUP/discussions,41,7
/SERVIR-WA/GALUP/tree/master/training/1_lu,40,7
/SERVIR-WA/GALUP/discussions/63,36,7
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,33,13
