url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,18,11
/SERVIR-WA/GALUP,10,6
/SERVIR-WA/GALUP/wiki/Scripts,6,3
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,5,3
/SERVIR-WA/GALUP/discussions/407,4,1
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,3,3
/SERVIR-WA/GALUP/blob/master/img/dgrm/lucis_workflow.svg,2,2
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,2,2
/SERVIR-WA/GALUP/blob/master/training/2_rs/module1.md,2,2
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,2,1
