time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-10 00:00:00+00:00,37,6,738,56
2021-11-11 00:00:00+00:00,3,2,264,53
2021-11-12 00:00:00+00:00,3,3,88,21
2021-11-13 00:00:00+00:00,2,2,93,13
2021-11-14 00:00:00+00:00,2,2,161,21
2021-11-15 00:00:00+00:00,1,1,366,30
2021-11-16 00:00:00+00:00,2,2,313,28
2021-11-17 00:00:00+00:00,25,6,450,28
2021-11-18 00:00:00+00:00,1,1,95,21
2021-11-19 00:00:00+00:00,22,5,308,32
2021-11-20 00:00:00+00:00,5,3,77,23
2021-11-21 00:00:00+00:00,3,3,306,46
2021-11-22 00:00:00+00:00,2,2,464,40
2021-11-23 00:00:00+00:00,3,2,399,37
