url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,521,44
/SERVIR-WA/GALUP/issues,465,33
/SERVIR-WA/GALUP,426,48
/SERVIR-WA/GALUP/discussions,216,20
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,190,33
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,174,33
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,158,36
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise2.md,112,26
/SERVIR-WA/GALUP/tree/master/training/1_lu,106,16
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise3.md,105,25
