time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-26 00:00:00+00:00,2,2,1.0,1.0
2021-09-27 00:00:00+00:00,1,1,3.0,2.0
2021-09-28 00:00:00+00:00,3,3,7.0,2.0
2021-09-29 00:00:00+00:00,2,2,3.0,2.0
2021-09-30 00:00:00+00:00,2,2,10.0,5.0
2021-10-01 00:00:00+00:00,1,1,11.0,1.0
2021-10-02 00:00:00+00:00,2,2,,
2021-10-03 00:00:00+00:00,1,1,2.0,1.0
2021-10-04 00:00:00+00:00,1,1,14.0,4.0
2021-10-05 00:00:00+00:00,3,3,18.0,1.0
2021-10-06 00:00:00+00:00,1,1,47.0,2.0
2021-10-07 00:00:00+00:00,2,2,15.0,2.0
2021-10-08 00:00:00+00:00,1,1,4.0,2.0
