url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,442,45
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,347,96
/SERVIR-WA/GALUP,311,72
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,235,61
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M2_exercise1.md,232,42
/SERVIR-WA/GALUP/wiki/Scripts,208,45
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,193,66
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M3_exercise1.md,191,38
/SERVIR-WA/GALUP/issues/new,128,37
/SERVIR-WA/GALUP/tree/master/training/2_rs,113,35
