url_path,views_total,views_unique
/SERVIR-WA/GALUP,28,7
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,10,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,10,3
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,8,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,7,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,7,2
/SERVIR-WA/GALUP/blob/master/training/2_rs/module1.md,6,4
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,5,3
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,4,3
/SERVIR-WA/GALUP/blob/master/README.md,4,1
