time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-05 00:00:00+00:00,4,2,7.0,4.0
2022-06-06 00:00:00+00:00,4,2,1.0,1.0
2022-06-07 00:00:00+00:00,3,2,6.0,3.0
2022-06-08 00:00:00+00:00,2,2,8.0,4.0
2022-06-09 00:00:00+00:00,2,2,18.0,3.0
2022-06-10 00:00:00+00:00,1,1,28.0,2.0
2022-06-11 00:00:00+00:00,2,2,,
2022-06-12 00:00:00+00:00,2,2,7.0,1.0
2022-06-13 00:00:00+00:00,3,2,21.0,4.0
2022-06-14 00:00:00+00:00,6,4,4.0,2.0
2022-06-15 00:00:00+00:00,1,1,35.0,4.0
2022-06-16 00:00:00+00:00,1,1,21.0,5.0
2022-06-17 00:00:00+00:00,2,2,63.0,6.0
