url_path,views_total,views_unique
/SERVIR-WA/GALUP,22,9
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,12,2
/SERVIR-WA/GALUP/wiki/Scripts,8,1
/SERVIR-WA/GALUP/tree/master/training/2_rs,6,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,5,3
/SERVIR-WA/GALUP/tree/master/training,5,2
/SERVIR-WA/GALUP/blob/master/training/2_rs/module1.md,5,1
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,4,3
/SERVIR-WA/GALUP/tree/master/training/3_idu,4,3
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,4,1
