url_path,views_total,views_unique
/SERVIR-WA/GALUP,39,12
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,31,7
/SERVIR-WA/GALUP/issues,25,7
/SERVIR-WA/GALUP/blob/master/training/3_idu/exercise.md,22,11
/SERVIR-WA/GALUP/tree/master/training/3_idu,18,7
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,16,5
/SERVIR-WA/GALUP/issues/new,6,4
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,5,3
/SERVIR-WA/GALUP/wiki/Install,5,2
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,5,1
