url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,26,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,26,4
/SERVIR-WA/GALUP,22,10
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m1_exercise1.md,12,1
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,11,3
/SERVIR-WA/GALUP/issues,9,2
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/PopulationMap.pdf,9,1
/SERVIR-WA/GALUP/wiki/Install,7,1
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m1_exercise2.md,6,1
/SERVIR-WA/GALUP/tree/master/training,5,5
