url_path,views_total,views_unique
/SERVIR-WA/GALUP,70,12
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,41,3
/SERVIR-WA/GALUP/tree/master/training/3_idu,33,3
/SERVIR-WA/GALUP/tree/master/training,32,7
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,24,8
/SERVIR-WA/GALUP/tree/master/training/2_rs,20,7
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,18,9
/SERVIR-WA/GALUP/tree/master/training/1_lu,15,6
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,13,10
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,13,8
