url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,466,27
/SERVIR-WA/GALUP,460,70
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,298,57
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,298,17
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,204,47
/SERVIR-WA/GALUP/discussions,123,11
/SERVIR-WA/GALUP/wiki/Install,111,41
/SERVIR-WA/GALUP/issues/new,96,28
/SERVIR-WA/GALUP/tree/master/training/1_lu,95,12
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,87,9
