url_path,views_total,views_unique
/SERVIR-WA/GALUP,34,8
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,18,8
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,13,5
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,9,5
/SERVIR-WA/GALUP/tree/master/training/1_lu/datasets/Districts%20of%20Ghana,9,2
/SERVIR-WA/GALUP/tree/master/training/1_lu,8,4
/SERVIR-WA/GALUP/issues,7,4
/SERVIR-WA/GALUP/tree/master/training/1_lu/datasets,7,3
/SERVIR-WA/GALUP/tree/master/training,6,4
/SERVIR-WA/GALUP/blob/master/img/dgrm/lucis_workflow.svg,4,3
