time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-11 00:00:00+00:00,2.0,2.0,27,5
2021-12-12 00:00:00+00:00,1.0,1.0,1,1
2021-12-13 00:00:00+00:00,1.0,1.0,19,6
2021-12-14 00:00:00+00:00,2.0,2.0,16,6
2021-12-15 00:00:00+00:00,1.0,1.0,19,6
2021-12-16 00:00:00+00:00,4.0,3.0,38,7
2021-12-17 00:00:00+00:00,4.0,3.0,3,1
2021-12-18 00:00:00+00:00,2.0,2.0,1,1
2021-12-19 00:00:00+00:00,2.0,2.0,2,1
2021-12-20 00:00:00+00:00,,,12,5
2021-12-21 00:00:00+00:00,2.0,2.0,3,3
2021-12-22 00:00:00+00:00,3.0,2.0,67,6
2021-12-23 00:00:00+00:00,1.0,1.0,4,2
2021-12-24 00:00:00+00:00,,,24,4
