url_path,views_total,views_unique
/SERVIR-WA/GALUP,135,40
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,133,23
/SERVIR-WA/GALUP/tree/master/training/3_idu,88,19
/SERVIR-WA/GALUP/blob/master/training/3_idu/exercise.md,44,12
/SERVIR-WA/GALUP/issues,34,8
/SERVIR-WA/GALUP/tree/master/training,28,11
/SERVIR-WA/GALUP/discussions,24,8
/SERVIR-WA/GALUP/tree/master/training/3_idu/datasets,18,7
/SERVIR-WA/GALUP/tree/master/training/3_idu/datasets/AAC,15,5
/SERVIR-WA/GALUP/tree/master/training/2_rs,14,5
