time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-28 00:00:00+00:00,1,1,14.0,6.0
2022-11-29 00:00:00+00:00,1,1,81.0,20.0
2022-11-30 00:00:00+00:00,1,1,2.0,2.0
2022-12-01 00:00:00+00:00,3,3,20.0,6.0
2022-12-02 00:00:00+00:00,2,2,1.0,1.0
2022-12-03 00:00:00+00:00,1,1,,
2022-12-04 00:00:00+00:00,2,2,2.0,2.0
2022-12-05 00:00:00+00:00,2,2,27.0,5.0
2022-12-06 00:00:00+00:00,5,3,5.0,3.0
2022-12-07 00:00:00+00:00,5,3,11.0,6.0
2022-12-08 00:00:00+00:00,3,3,2.0,2.0
2022-12-09 00:00:00+00:00,4,4,1.0,1.0
2022-12-10 00:00:00+00:00,2,2,,
2022-12-11 00:00:00+00:00,1,1,,
