url_path,views_total,views_unique
/SERVIR-WA/GALUP,52,13
/SERVIR-WA/GALUP/tree/master/training/2_rs,21,6
/SERVIR-WA/GALUP/tree/master/training,20,5
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,19,6
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,16,7
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,13,10
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,13,5
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,12,7
/SERVIR-WA/GALUP/tree/master/training/1_lu,12,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,8,5
