url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,472,42
/SERVIR-WA/GALUP,384,46
/SERVIR-WA/GALUP/issues,377,31
/SERVIR-WA/GALUP/discussions,209,18
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,188,33
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,150,28
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,118,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise2.md,116,26
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise3.md,113,25
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,111,28
