url_path,views_total,views_unique
/SERVIR-WA/GALUP,87,29
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,81,41
/SERVIR-WA/GALUP/issues,60,10
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,49,13
/SERVIR-WA/GALUP/wiki/Scripts,19,11
/SERVIR-WA/GALUP/tree/master/training,18,8
/SERVIR-WA/GALUP/blob/master/training/2_rs/module1.md,15,7
/SERVIR-WA/GALUP/tree/master/training/1_lu,13,6
/SERVIR-WA/GALUP/issues/403,12,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,11,5
