url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,523,41
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,417,120
/SERVIR-WA/GALUP,363,87
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,344,55
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,270,64
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M3_exercise1.md,244,49
/SERVIR-WA/GALUP/wiki/Scripts,185,50
/SERVIR-WA/GALUP/issues/new,161,40
/SERVIR-WA/GALUP/tree/master/training/2_rs,121,31
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,98,33
