url_path,views_total,views_unique
/SERVIR-WA/GALUP,55,18
/SERVIR-WA/GALUP/issues,14,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,13,8
/SERVIR-WA/GALUP/actions/workflows/galup-ghrs.yml,13,1
/SERVIR-WA/GALUP/discussions,10,3
/SERVIR-WA/GALUP/tree/master/training/1_lu,9,1
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,8,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,7,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,5,4
/SERVIR-WA/GALUP/wiki,4,4
