url_path,views_total,views_unique
/SERVIR-WA/GALUP,43,11
/SERVIR-WA/GALUP/tree/master/training,20,5
/SERVIR-WA/GALUP/tree/master/training/2_rs,19,5
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,18,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,14,5
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,12,9
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,12,5
/SERVIR-WA/GALUP/tree/master/training/1_lu,12,5
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,11,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,8,5
