url_path,views_total,views_unique
/SERVIR-WA/GALUP,200,42
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,197,24
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,81,25
/SERVIR-WA/GALUP/issues,74,14
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,72,18
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,71,15
/SERVIR-WA/GALUP/tree/master/training/1_lu,42,9
/SERVIR-WA/GALUP/wiki/Install,39,18
/SERVIR-WA/GALUP/issues/new,35,12
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,35,3
