url_path,views_total,views_unique
/SERVIR-WA/GALUP,127,35
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,111,16
/SERVIR-WA/GALUP/tree/master/training/3_idu,76,14
/SERVIR-WA/GALUP/issues,28,6
/SERVIR-WA/GALUP/blob/master/training/3_idu/exercise.md,27,6
/SERVIR-WA/GALUP/tree/master/training,21,9
/SERVIR-WA/GALUP/discussions,18,6
/SERVIR-WA/GALUP/tree/master/training/2_rs,14,5
/SERVIR-WA/GALUP/tree/master/training/3_idu/datasets,14,5
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,11,6
