url_path,views_total,views_unique
/SERVIR-WA/GALUP,245,64
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,213,38
/SERVIR-WA/GALUP/issues,175,17
/SERVIR-WA/GALUP/discussions,101,13
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,99,28
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,88,22
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,88,21
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,76,13
/SERVIR-WA/GALUP/tree/master/training/1_lu,56,17
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,55,8
