time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-29 00:00:00+00:00,1.0,1.0,44,12
2022-04-30 00:00:00+00:00,1.0,1.0,11,6
2022-05-01 00:00:00+00:00,2.0,2.0,46,6
2022-05-02 00:00:00+00:00,1.0,1.0,4,2
2022-05-03 00:00:00+00:00,1.0,1.0,8,2
2022-05-04 00:00:00+00:00,3.0,2.0,33,4
2022-05-05 00:00:00+00:00,3.0,3.0,91,15
2022-05-06 00:00:00+00:00,2.0,2.0,61,11
2022-05-07 00:00:00+00:00,1.0,1.0,17,3
2022-05-08 00:00:00+00:00,2.0,2.0,13,1
2022-05-09 00:00:00+00:00,1.0,1.0,58,14
2022-05-10 00:00:00+00:00,1.0,1.0,68,11
2022-05-11 00:00:00+00:00,4.0,3.0,109,15
2022-05-12 00:00:00+00:00,,,9,4
