url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,121,34
/SERVIR-WA/GALUP,60,27
/SERVIR-WA/GALUP/tree/master/training/3_idu,37,17
/SERVIR-WA/GALUP/blob/master/training/3_idu/exercise.md,27,12
/SERVIR-WA/GALUP/tree/master/training,17,9
/SERVIR-WA/GALUP/discussions,16,13
/SERVIR-WA/GALUP/issues,12,8
/SERVIR-WA/GALUP/wiki/Scripts,12,5
/SERVIR-WA/GALUP/tree/master/training/3_idu/datasets/AAC,11,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,9,7
