time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-26 00:00:00+00:00,1,1,7.0,1.0
2022-09-27 00:00:00+00:00,1,1,17.0,3.0
2022-09-28 00:00:00+00:00,1,1,9.0,3.0
2022-09-29 00:00:00+00:00,2,2,8.0,3.0
2022-09-30 00:00:00+00:00,5,3,,
2022-10-01 00:00:00+00:00,1,1,,
2022-10-02 00:00:00+00:00,2,2,14.0,1.0
2022-10-03 00:00:00+00:00,1,1,23.0,2.0
2022-10-04 00:00:00+00:00,3,2,12.0,4.0
2022-10-05 00:00:00+00:00,1,1,12.0,1.0
2022-10-06 00:00:00+00:00,1,1,4.0,3.0
2022-10-07 00:00:00+00:00,2,2,,
2022-10-08 00:00:00+00:00,1,1,,
2022-10-09 00:00:00+00:00,1,1,,
