time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-19 00:00:00+00:00,2.0,2.0,21.0,3.0
2022-07-20 00:00:00+00:00,1.0,1.0,28.0,6.0
2022-07-21 00:00:00+00:00,3.0,2.0,5.0,1.0
2022-07-22 00:00:00+00:00,1.0,1.0,23.0,4.0
2022-07-23 00:00:00+00:00,1.0,1.0,7.0,1.0
2022-07-24 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-07-25 00:00:00+00:00,1.0,1.0,19.0,1.0
2022-07-26 00:00:00+00:00,1.0,1.0,4.0,1.0
2022-07-27 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-07-28 00:00:00+00:00,9.0,4.0,10.0,1.0
2022-07-29 00:00:00+00:00,2.0,2.0,19.0,4.0
2022-07-30 00:00:00+00:00,1.0,1.0,,
2022-07-31 00:00:00+00:00,1.0,1.0,,
2022-08-01 00:00:00+00:00,,,12.0,5.0
