url_path,views_total,views_unique
/SERVIR-WA/GALUP,200,45
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,174,16
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,81,28
/SERVIR-WA/GALUP/issues,66,12
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,64,17
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,59,15
/SERVIR-WA/GALUP/wiki/Install,38,19
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,34,3
/SERVIR-WA/GALUP/tree/master/training/1_lu,31,8
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,31,4
