time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-22 00:00:00+00:00,1,1,23.0,4.0
2022-07-23 00:00:00+00:00,1,1,7.0,1.0
2022-07-24 00:00:00+00:00,1,1,1.0,1.0
2022-07-25 00:00:00+00:00,1,1,19.0,1.0
2022-07-26 00:00:00+00:00,1,1,4.0,1.0
2022-07-27 00:00:00+00:00,1,1,1.0,1.0
2022-07-28 00:00:00+00:00,9,4,10.0,1.0
2022-07-29 00:00:00+00:00,2,2,19.0,4.0
2022-07-30 00:00:00+00:00,1,1,,
2022-07-31 00:00:00+00:00,1,1,,
2022-08-01 00:00:00+00:00,2,2,12.0,5.0
2022-08-02 00:00:00+00:00,4,4,1.0,1.0
2022-08-03 00:00:00+00:00,2,2,,
