url_path,views_total,views_unique
/SERVIR-WA/GALUP,216,43
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,212,26
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,95,27
/SERVIR-WA/GALUP/issues,80,15
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,75,16
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,69,18
/SERVIR-WA/GALUP/discussions,58,10
/SERVIR-WA/GALUP/tree/master/training/1_lu,49,11
/SERVIR-WA/GALUP/wiki/Install,38,17
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,37,7
