referrer,views_total,views_unique
github.com,123,27
galup.cersgis.org,37,14
com.google.android.gm,12,6
t.co,6,5
szw1223.github.io,3,1
galup1.cersgis.org,2,2
Google,2,2
mail.google.com,2,1
st1.zoom.us,1,1
