time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-15 00:00:00+00:00,1,1,80.0,6.0
2022-07-16 00:00:00+00:00,1,1,17.0,3.0
2022-07-17 00:00:00+00:00,3,3,,
2022-07-18 00:00:00+00:00,3,2,9.0,3.0
2022-07-19 00:00:00+00:00,2,2,21.0,3.0
2022-07-20 00:00:00+00:00,1,1,28.0,6.0
2022-07-21 00:00:00+00:00,3,2,5.0,1.0
2022-07-22 00:00:00+00:00,1,1,23.0,4.0
2022-07-23 00:00:00+00:00,1,1,7.0,1.0
2022-07-24 00:00:00+00:00,1,1,1.0,1.0
2022-07-25 00:00:00+00:00,1,1,19.0,1.0
2022-07-26 00:00:00+00:00,1,1,4.0,1.0
2022-07-27 00:00:00+00:00,1,1,1.0,1.0
2022-07-28 00:00:00+00:00,8,3,10.0,1.0
