time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-06-26 00:00:00+00:00,2.0,2.0,3,2
2021-06-27 00:00:00+00:00,1.0,1.0,23,4
2021-06-28 00:00:00+00:00,5.0,5.0,69,11
2021-06-29 00:00:00+00:00,13.0,11.0,116,13
2021-06-30 00:00:00+00:00,13.0,9.0,144,9
2021-07-01 00:00:00+00:00,12.0,9.0,140,15
2021-07-02 00:00:00+00:00,6.0,5.0,107,12
2021-07-03 00:00:00+00:00,11.0,6.0,83,5
2021-07-04 00:00:00+00:00,1.0,1.0,127,8
2021-07-05 00:00:00+00:00,5.0,4.0,394,30
2021-07-06 00:00:00+00:00,3.0,3.0,225,20
2021-07-07 00:00:00+00:00,1.0,1.0,178,11
2021-07-08 00:00:00+00:00,2.0,2.0,233,19
2021-07-09 00:00:00+00:00,,,132,15
