url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,462,35
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,321,103
/SERVIR-WA/GALUP,285,62
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,264,55
/SERVIR-WA/GALUP/issues/new,152,41
/SERVIR-WA/GALUP/wiki/Scripts,127,45
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,105,35
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M3_exercise1.md,81,22
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,64,19
/SERVIR-WA/GALUP/tree/master/training/2_rs,53,18
