time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-04 00:00:00+00:00,1,1,11.0,3.0
2022-11-05 00:00:00+00:00,2,2,8.0,1.0
2022-11-06 00:00:00+00:00,2,2,,
2022-11-07 00:00:00+00:00,2,2,79.0,7.0
2022-11-08 00:00:00+00:00,40,16,396.0,10.0
2022-11-09 00:00:00+00:00,12,7,11.0,4.0
2022-11-10 00:00:00+00:00,7,5,18.0,3.0
2022-11-11 00:00:00+00:00,2,2,8.0,5.0
2022-11-12 00:00:00+00:00,14,3,11.0,3.0
2022-11-13 00:00:00+00:00,19,10,228.0,2.0
2022-11-14 00:00:00+00:00,4,4,29.0,7.0
2022-11-15 00:00:00+00:00,4,2,110.0,36.0
2022-11-16 00:00:00+00:00,4,4,256.0,57.0
2022-11-17 00:00:00+00:00,1,1,334.0,96.0
