time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-16 00:00:00+00:00,4,3,57,10
2022-05-17 00:00:00+00:00,2,2,94,14
2022-05-18 00:00:00+00:00,2,2,70,17
2022-05-19 00:00:00+00:00,1,1,27,5
2022-05-20 00:00:00+00:00,1,1,29,7
2022-05-21 00:00:00+00:00,3,3,41,8
2022-05-22 00:00:00+00:00,2,2,30,7
2022-05-23 00:00:00+00:00,3,2,232,19
2022-05-24 00:00:00+00:00,1,1,24,6
2022-05-25 00:00:00+00:00,1,1,9,2
2022-05-26 00:00:00+00:00,3,2,22,4
2022-05-27 00:00:00+00:00,5,4,2,1
2022-05-28 00:00:00+00:00,1,1,1,1
