url_path,views_total,views_unique
/SERVIR-WA/GALUP,166,40
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,159,48
/SERVIR-WA/GALUP/issues,159,24
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,116,23
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,88,21
/SERVIR-WA/GALUP/tree/master/training/1_lu,63,15
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,57,32
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4%20copy.md,57,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,48,27
/SERVIR-WA/GALUP/issues/new,33,17
