url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,652,41
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,349,46
/SERVIR-WA/GALUP,307,62
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,165,36
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise3.md,162,30
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,116,22
/SERVIR-WA/GALUP/issues/new,111,36
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/RankSum.pdf,111,22
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise2.md,92,23
/SERVIR-WA/GALUP/tree/master/training/1_lu,90,16
