url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,124,35
/SERVIR-WA/GALUP,83,25
/SERVIR-WA/GALUP/issues,24,10
/SERVIR-WA/GALUP/tree/master/training,24,10
/SERVIR-WA/GALUP/tree/master/training/3_idu,23,12
/SERVIR-WA/GALUP/blob/master/training/3_idu/exercise.md,21,10
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,18,6
/SERVIR-WA/GALUP/tree/master/training/3_idu/datasets/AAC,18,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,15,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,14,8
