time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-20 00:00:00+00:00,1,1,4.0,1.0
2022-10-21 00:00:00+00:00,3,3,4.0,4.0
2022-10-22 00:00:00+00:00,1,1,1.0,1.0
2022-10-23 00:00:00+00:00,1,1,,
2022-10-24 00:00:00+00:00,1,1,5.0,2.0
2022-10-25 00:00:00+00:00,2,2,4.0,3.0
2022-10-26 00:00:00+00:00,1,1,7.0,2.0
2022-10-27 00:00:00+00:00,2,2,7.0,4.0
2022-10-28 00:00:00+00:00,2,2,9.0,5.0
2022-10-29 00:00:00+00:00,1,1,,
2022-10-30 00:00:00+00:00,1,1,1.0,1.0
2022-10-31 00:00:00+00:00,3,3,22.0,5.0
2022-11-01 00:00:00+00:00,5,2,44.0,2.0
2022-11-02 00:00:00+00:00,1,1,14.0,4.0
