url_path,views_total,views_unique
/SERVIR-WA/GALUP,64,20
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,46,12
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,29,8
/SERVIR-WA/GALUP/tree/master/training/1_lu,25,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,22,8
/SERVIR-WA/GALUP/wiki/Tools,19,4
/SERVIR-WA/GALUP/tree/master/training,16,7
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/LandConditionMap.pdf,14,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,12,3
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,11,5
