time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-30 00:00:00+00:00,5.0,3.0,15.0,4.0
2022-07-01 00:00:00+00:00,1.0,1.0,,
2022-07-02 00:00:00+00:00,8.0,5.0,3.0,2.0
2022-07-03 00:00:00+00:00,1.0,1.0,,
2022-07-04 00:00:00+00:00,5.0,4.0,6.0,3.0
2022-07-05 00:00:00+00:00,3.0,2.0,2.0,2.0
2022-07-06 00:00:00+00:00,2.0,2.0,5.0,2.0
2022-07-07 00:00:00+00:00,2.0,2.0,18.0,5.0
2022-07-08 00:00:00+00:00,1.0,1.0,10.0,7.0
2022-07-09 00:00:00+00:00,5.0,3.0,5.0,1.0
2022-07-10 00:00:00+00:00,3.0,2.0,4.0,2.0
2022-07-11 00:00:00+00:00,1.0,1.0,7.0,2.0
2022-07-12 00:00:00+00:00,2.0,2.0,15.0,5.0
2022-07-13 00:00:00+00:00,,,83.0,5.0
