time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-23 00:00:00+00:00,1,1,29.0,1.0
2022-01-24 00:00:00+00:00,1,1,48.0,5.0
2022-01-25 00:00:00+00:00,2,2,2.0,1.0
2022-01-26 00:00:00+00:00,1,1,3.0,1.0
2022-01-27 00:00:00+00:00,4,3,25.0,3.0
2022-01-28 00:00:00+00:00,2,2,6.0,2.0
2022-01-29 00:00:00+00:00,2,2,,
2022-01-30 00:00:00+00:00,2,2,3.0,1.0
2022-01-31 00:00:00+00:00,2,2,45.0,6.0
2022-02-01 00:00:00+00:00,1,1,22.0,3.0
2022-02-02 00:00:00+00:00,1,1,12.0,2.0
2022-02-03 00:00:00+00:00,1,1,9.0,4.0
2022-02-04 00:00:00+00:00,2,2,13.0,3.0
