url_path,views_total,views_unique
/SERVIR-WA/GALUP,78,18
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,40,11
/SERVIR-WA/GALUP/tree/master/training/1_lu,27,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,26,8
/SERVIR-WA/GALUP/tree/master/training,23,8
/SERVIR-WA/GALUP/wiki/Tools,19,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,17,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/LandConditionMap.pdf,14,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,13,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,12,3
