time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-22 00:00:00+00:00,3,2,65,9
2022-04-23 00:00:00+00:00,1,1,12,4
2022-04-24 00:00:00+00:00,2,2,40,7
2022-04-25 00:00:00+00:00,3,3,138,23
2022-04-26 00:00:00+00:00,4,3,29,11
2022-04-27 00:00:00+00:00,1,1,28,8
2022-04-28 00:00:00+00:00,1,1,22,6
2022-04-29 00:00:00+00:00,1,1,44,12
2022-04-30 00:00:00+00:00,1,1,11,6
2022-05-01 00:00:00+00:00,2,2,46,6
2022-05-02 00:00:00+00:00,1,1,4,2
2022-05-03 00:00:00+00:00,1,1,8,2
2022-05-04 00:00:00+00:00,3,2,33,4
2022-05-05 00:00:00+00:00,1,1,85,15
