url_path,views_total,views_unique
/SERVIR-WA/GALUP,51,18
/SERVIR-WA/GALUP/issues,14,5
/SERVIR-WA/GALUP/actions/workflows/galup-ghrs.yml,13,1
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,12,7
/SERVIR-WA/GALUP/discussions,9,3
/SERVIR-WA/GALUP/tree/master/training/1_lu,9,1
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,8,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,6,3
/SERVIR-WA/GALUP/wiki,4,4
/SERVIR-WA/GALUP/blob/galup_ghrs/.github/workflows/galup-ghrs.yml,4,1
