url_path,views_total,views_unique
/SERVIR-WA/GALUP,213,60
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,208,41
/SERVIR-WA/GALUP/issues,180,18
/SERVIR-WA/GALUP/discussions,93,13
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,88,20
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,85,23
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,78,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,73,14
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,72,18
/SERVIR-WA/GALUP/tree/master/training/1_lu,60,20
