time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-15 00:00:00+00:00,1.0,1.0,14,2
2022-05-16 00:00:00+00:00,4.0,3.0,57,10
2022-05-17 00:00:00+00:00,2.0,2.0,94,14
2022-05-18 00:00:00+00:00,2.0,2.0,70,17
2022-05-19 00:00:00+00:00,1.0,1.0,27,5
2022-05-20 00:00:00+00:00,1.0,1.0,29,7
2022-05-21 00:00:00+00:00,3.0,3.0,41,8
2022-05-22 00:00:00+00:00,2.0,2.0,30,7
2022-05-23 00:00:00+00:00,3.0,2.0,232,19
2022-05-24 00:00:00+00:00,1.0,1.0,24,6
2022-05-25 00:00:00+00:00,1.0,1.0,9,2
2022-05-26 00:00:00+00:00,3.0,2.0,22,4
2022-05-27 00:00:00+00:00,5.0,4.0,2,1
2022-05-28 00:00:00+00:00,,,1,1
