url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,295,23
/SERVIR-WA/GALUP,243,33
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,131,21
/SERVIR-WA/GALUP/wiki/Install,86,28
/SERVIR-WA/GALUP/tree/master/training/1_lu,86,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,68,9
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/exercise2.md,49,8
/SERVIR-WA/GALUP/issues,49,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/exercise1.md,40,6
/SERVIR-WA/GALUP/tree/master/training/1_lu/exercises,27,4
