url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,199,55
/SERVIR-WA/GALUP/issues,179,25
/SERVIR-WA/GALUP,174,42
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,103,22
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise1.md,82,41
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,68,33
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,56,22
/SERVIR-WA/GALUP/issues/new,41,21
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/rcrp_Market.pdf,35,17
/SERVIR-WA/GALUP/blob/master/img/qgm/algtbl/m3_e2_market.svg,35,14
