url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/2_rs/module1.md,311,86
/SERVIR-WA/GALUP,296,62
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,271,75
/SERVIR-WA/GALUP/tree/master/training/2_rs,221,65
/SERVIR-WA/GALUP/issues,188,33
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M2_exercise1.md,132,21
/SERVIR-WA/GALUP/issues/new,117,40
/SERVIR-WA/GALUP/wiki/Scripts,75,20
/SERVIR-WA/GALUP/tree/master/training,67,18
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,44,19
